DataPagamentoCMS;Numero_Corretor;Tipo_De_Operacao;Tipo_De_Produto;Banco_Operacao;Orgao_Operacao;Convenio_categoria;Operacao_original;orgão_original;ValorBase;Tipo_Producao
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;159,73;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;126,59;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;241,31;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;202,84;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;78,5;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;554,25;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;229,8;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;939;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;730,41;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;132,53;FF
16/06/2023;5560;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;235;FF
16/06/2023;5676;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;279,57;FF
16/06/2023;5676;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO ITAÚ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;691,42;FF
16/06/2023;5676;FGTS;FGTS;BANCO BMG;FGTS;FGTS;Margem Livre (Novo);FGTS;1042,31;FF
16/06/2023;5676;NOVO;EMPRESTIMO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Margem Livre (Novo);INSS;821,02;FF
16/06/2023;5676;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Refinanciamento;INSS;600,06;FF
16/06/2023;5735;FGTS;FGTS;FACTA FINANCEIRA;FGTS;FGTS;Margem Livre (Novo);FGTS;1035,07;FF
16/06/2023;5735;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO PAN;INSS;INSS;Cartão c/ saque;INSS;1325;FF
16/06/2023;5735;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO PAN;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1269,96;FF
16/06/2023;5737;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;103,29;FF
16/06/2023;5737;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;339,05;FF
16/06/2023;5737;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;4651,22;FF
16/06/2023;5737;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;750,39;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;550,86;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;4924,97;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;541,81;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;114,75;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;310,34;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;193,78;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;904,51;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;108,8;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;273,23;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;147,27;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;194,14;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;89,35;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;466,31;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;201,87;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;749,89;FF
16/06/2023;5737;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;335,75;FF
